rank,segment_id,country,road_class,SpeedLimit,F85thPercentileSpeed,expected_speed,speed_residual
3105,21995,Thailand,primary,90.0,96.0,81.76062985397004,14.239370146029955
3106,16081,Thailand,trunk,90.0,113.0,98.76100371300572,14.23899628699428
3107,36425,Thailand,secondary,90.0,85.0,70.76117609409995,14.238823905900048
3108,52013,Thailand,secondary,90.0,76.0,61.76296841584006,14.237031584159944
3109,47898,Thailand,secondary,90.0,87.0,72.76625175241506,14.233748247584941
3110,31072,Thailand,primary,90.0,97.5,83.26738851358705,14.23261148641295
3111,36655,Thailand,primary,90.0,107.0,92.77245418089574,14.227545819104265
3112,42658,Thailand,secondary,90.0,87.0,72.77423647377081,14.225763526229187
3113,1902,Thailand,trunk,90.0,110.0,95.77850306142616,14.221496938573836
3114,34852,Thailand,primary,90.0,107.0,92.781430736744,14.218569263256
3115,15932,Thailand,primary,80.0,88.0,73.78357053856854,14.21642946143146
3116,22903,Thailand,primary,90.0,108.0,93.80530345082433,14.194696549175674
3117,19139,Thailand,primary,80.0,93.0,78.806954608773,14.193045391227002
3118,45167,Thailand,secondary,90.0,95.0,80.80820475077981,14.191795249220192
3119,52644,Thailand,secondary,90.0,95.75,81.5594510711839,14.1905489288161
3120,35928,Thailand,secondary,80.0,72.0,57.81001491592497,14.189985084075033
3121,29845,Thailand,primary,80.0,108.0,93.82472316808344,14.175276831916563
3122,33991,Thailand,trunk,90.0,115.0,100.82640826807737,14.173591731922627
3123,45902,Thailand,secondary,80.0,83.0,68.83455993458907,14.165440065410934
3124,17213,Thailand,secondary,90.0,86.0,71.84102306296872,14.158976937031284
3125,50266,Thailand,secondary,90.0,92.0,77.84384141873771,14.15615858126229
3126,TR/11990,India,trunk,55.0,77.0,62.844060548496685,14.155939451503315
3127,42,Thailand,motorway,120.0,109.2,95.04484933150806,14.155150668491942
3128,6275,Thailand,trunk,90.0,108.0,93.84524679523184,14.154753204768156
3129,PR/2732,India,primary,55.0,72.5,58.34746536935492,14.152534630645079
3130,41549,Thailand,secondary,90.0,88.5,74.35098455374641,14.149015446253586
3131,54461,Thailand,secondary,90.0,91.0,76.8518599979082,14.148140002091793
3132,36334,Thailand,primary,80.0,93.16666666,79.02124194974914,14.145424710250865
3133,55209,Thailand,secondary,90.0,96.75,82.61307426446606,14.136925735533936
3134,28449,Thailand,primary,90.0,92.0,77.86383949909595,14.136160500904055
3135,28683,Thailand,primary,90.0,105.0,90.86517218798376,14.13482781201624
3136,52777,Thailand,secondary,85.0,93.0,78.8664978597771,14.133502140222902
3137,41055,Thailand,secondary,90.0,100.0,85.86700013925461,14.132999860745386
3138,55060,Thailand,secondary,80.0,84.0,69.8672851812019,14.132714818798107
3139,54981,Thailand,secondary,80.0,84.0,69.8672851812019,14.132714818798107
3140,39125,Thailand,secondary,90.0,78.5,64.36894057143597,14.13105942856403
3141,40598,Thailand,secondary,90.0,79.0,64.87573255238937,14.124267447610634
3142,12120,Thailand,trunk,80.0,106.0,91.87878054509149,14.121219454908513
3143,33995,Thailand,trunk,90.0,106.0,91.88296586472342,14.117034135276583
3144,PR/1736,India,primary,55.0,72.0,57.888839090356115,14.111160909643885
3145,52393,Thailand,secondary,90.0,88.0,73.88970313996874,14.110296860031255
3146,8733,Thailand,trunk,90.0,108.0,93.89241354228935,14.107586457710653
3147,SE/8275,India,secondary,55.0,66.75,52.64264441043972,14.107355589560278
3148,33946,Thailand,trunk,90.0,105.0,90.8953452810353,14.104654718964696
3149,34341,Thailand,primary,80.0,89.2,75.09541552665773,14.104584473342271
3150,31195,Thailand,primary,80.0,101.0,86.89953159309421,14.10046840690579
3151,21106,Thailand,primary,80.0,93.0,78.90063437458333,14.099365625416667
3152,34189,Thailand,secondary,90.0,96.5,82.40142059019101,14.098579409808991
3153,13650,Thailand,trunk,90.0,95.5,81.40386790404271,14.096132095957287
3154,36247,Thailand,trunk,90.0,110.0,95.9058432334593,14.094156766540706
3155,PR/3620,India,primary,55.0,77.5,63.41058909595644,14.089410904043561
3156,39427,Thailand,secondary,90.0,91.0,76.91129555440266,14.088704445597344
3157,47696,Thailand,secondary,90.0,97.0,82.92032706511823,14.07967293488177
3158,17241,Thailand,trunk,90.0,107.5,93.42114471739531,14.078855282604692
3159,17474,Thailand,trunk,90.0,113.0,98.92322301839398,14.076776981606017
3160,1646,Thailand,trunk,90.0,111.0,96.92415910525324,14.075840894746761
3161,26941,Thailand,primary,90.0,108.0,93.92565193566978,14.074348064330223
3162,33997,Thailand,trunk,80.0,111.5,97.43080980971465,14.069190190285354
3163,53856,Thailand,secondary,80.0,94.0,79.93305034042739,14.066949659572614
3164,2311,Thailand,trunk,90.0,113.0,98.93331227778923,14.066687722210773
3165,16089,Thailand,trunk,90.0,112.5,98.44918941405905,14.050810585940951
3166,26871,Thailand,primary,90.0,96.0,81.95065394893528,14.049346051064717
3167,PR/670,India,primary,55.0,76.0,61.9521226152651,14.047877384734903
3168,47111,Thailand,secondary,90.0,91.0,76.95646012502563,14.043539874974371
3169,TR/11428,India,trunk,80.0,88.0,73.96153905367565,14.03846094632435
3170,10701,Thailand,trunk,90.0,102.0,87.97213371892363,14.02786628107637
3171,45511,Thailand,secondary,90.0,84.25,70.22240903029014,14.027590969709863
3172,36730,Thailand,primary,90.0,97.0,82.97699101039494,14.02300898960506
3173,47940,Thailand,secondary,80.0,96.0,81.97951191590997,14.020488084090033
3174,6091,Thailand,trunk,90.0,106.5,92.49029005096581,14.009709949034189
3175,341,Thailand,primary,90.0,90.5,76.49694134919298,14.00305865080702
3176,48259,Thailand,secondary,80.0,92.0,77.99722206337093,14.002777936629073
3177,TR/10977,India,trunk,80.0,90.66666666666667,76.66484623503953,14.001820431627138
3178,55659,Thailand,secondary,90.0,79.0,65.00380714170286,13.996192858297135
3179,TR/13476,India,trunk,50.0,96.5,82.50427835103912,13.995721648960881
3180,47347,Thailand,secondary,80.0,92.0,78.00747082037968,13.99252917962032
3181,16249,Thailand,trunk,80.0,105.5,91.51082544089888,13.989174559101116
3182,43142,Thailand,secondary,90.0,98.0,84.01999310214067,13.980006897859326
3183,53481,Thailand,secondary,90.0,88.75,74.77302910284192,13.976970897158083
3184,20300,Thailand,primary,90.0,103.5,89.52591324035386,13.974086759646141
3185,55710,Thailand,primary,90.0,85.0,71.02689211476063,13.973107885239372
3186,50550,Thailand,secondary,90.0,85.0,71.02972245304875,13.970277546951252
3187,374,Thailand,secondary,80.0,80.0,66.03335296446528,13.96664703553472
3188,20634,Thailand,primary,80.0,88.0,74.03367009803756,13.966329901962439
3189,29661,Thailand,primary,90.0,104.5,90.53407588728277,13.965924112717232
3190,MO/159,India,motorway,40.0,60.0,46.034196667880295,13.965803332119705
3191,8001,Thailand,trunk,90.0,115.75,101.79237298020145,13.95762701979855
3192,28502,Thailand,primary,90.0,93.0,79.04586000161227,13.954139998387731
3193,28626,Thailand,primary,80.0,93.0,79.04586000161227,13.954139998387731
3194,45521,Thailand,secondary,90.0,95.0,81.05472963122548,13.945270368774516
3195,9432,Thailand,trunk,90.0,99.0,85.0582599824618,13.941740017538194
3196,45437,Thailand,secondary,80.0,96.0,82.06528084871745,13.93471915128255
3197,48916,Thailand,secondary,80.0,78.0,64.0688450375633,13.931154962436693
3198,52797,Thailand,secondary,90.0,91.5,77.57021671952052,13.929783280479484
3199,36193,Thailand,trunk,90.0,107.0,93.07220706636748,13.927792933632517
3200,PR/3708,India,primary,55.0,69.75,55.822627843513594,13.927372156486406
3201,39303,Thailand,secondary,80.0,83.0,69.07327773041007,13.92672226958993
3202,21210,Thailand,primary,80.0,85.0,71.07830906274356,13.921690937256443
3203,23121,Thailand,primary,80.0,90.0,76.07889786213126,13.921102137868743
3204,SE/4458,India,secondary,55.0,65.0,51.07890980494034,13.921090195059662
3205,PR/3093,India,primary,50.0,55.0,41.08709230554872,13.912907694451278
3206,2431,Thailand,trunk,90.0,105.0,91.09212898389814,13.907871016101865
3207,51354,Thailand,secondary,90.0,98.16666667,84.26067967355192,13.905986996448078
3208,40065,Thailand,secondary,90.0,92.0,78.10317785861545,13.896822141384547
3209,51668,Thailand,secondary,80.0,75.0,61.10489606407838,13.895103935921618
3210,51170,Thailand,secondary,50.0,82.0,68.10490618320429,13.895093816795708
3211,36733,Thailand,primary,90.0,99.0,85.10663806175248,13.893361938247523
3212,44070,Thailand,secondary,90.0,85.0,71.10859770628795,13.891402293712048
3213,45498,Thailand,secondary,80.0,85.0,71.10859770628795,13.891402293712048
3214,17145,Thailand,primary,90.0,98.0,84.11040013359674,13.889599866403259
3215,47775,Thailand,secondary,80.0,83.0,69.11323348536519,13.886766514634814
3216,SE/8719,India,secondary,55.0,54.5,40.61353568349398,13.886464316506022
3217,50780,Thailand,secondary,90.0,98.5,84.61607706843837,13.883922931561628
3218,45369,Thailand,secondary,90.0,85.0,71.11689427026005,13.883105729739952
3219,45756,Thailand,secondary,90.0,98.25,84.36891068853208,13.881089311467917
3220,35761,Thailand,trunk,90.0,105.0,91.11969195763582,13.880308042364177
3221,34000,Thailand,trunk,90.0,107.0,93.12100371220635,13.878996287793655
3222,38496,Thailand,secondary,90.0,87.0,73.12275206408906,13.877247935910944
3223,55730,Thailand,secondary,90.0,89.0,75.12426728061864,13.87573271938136
3224,45499,Thailand,secondary,80.0,94.5,80.62431339397456,13.87568660602544
3225,34001,Thailand,trunk,85.0,112.25,98.3763035671575,13.873696432842493
3226,TR/11464,India,trunk,80.0,94.22222222222223,80.35065850046306,13.871563721759173
3227,45284,Thailand,secondary,90.0,85.5,71.63005698699114,13.869943013008864
3228,34874,Thailand,primary,90.0,97.0,83.13766883922372,13.862331160776279
3229,49634,Thailand,secondary,90.0,78.0,64.14093886141754,13.859061138582462
3230,48573,Thailand,secondary,90.0,92.0,78.14208466534603,13.857915334653967
3231,39514,Thailand,secondary,90.0,91.0,77.14304154462322,13.856958455376784
3232,2860,Thailand,trunk,90.0,103.0,89.14312759389864,13.85687240610136
3233,36656,Thailand,primary,90.0,106.0,92.14876138370255,13.85123861629745
3234,33635,Thailand,trunk,90.0,108.33333333,94.49080105644552,13.842532273554482
3235,48275,Thailand,secondary,90.0,93.5,79.6585879537084,13.841412046291595
3236,42699,Thailand,secondary,90.0,94.5,80.66763983775205,13.832360162247952
3237,55121,Thailand,secondary,90.0,80.5,66.67214920134062,13.827850798659384
3238,42370,Thailand,secondary,80.0,85.0,71.17286490057819,13.82713509942181
3239,42710,Thailand,secondary,90.0,79.0,65.17402211912925,13.825977880870752
3240,39187,Thailand,secondary,80.0,80.0,66.17500047762398,13.824999522376018
3241,23245,Thailand,primary,90.0,88.0,74.17585250668648,13.824147493313518
3242,44479,Thailand,secondary,80.0,85.0,71.187632070455,13.812367929545005
3243,38550,Thailand,secondary,88.0,87.5,73.69220550722362,13.807794492776381
3244,46461,Thailand,secondary,90.0,87.0,73.19341118094613,13.806588819053871
3245,TR/10927,India,trunk,80.0,80.33333333333333,66.52704504927065,13.806288284062674
3246,33901,Thailand,trunk,90.0,110.16666666,96.36145400438053,13.80521265561947
3247,36633,Thailand,primary,90.0,107.0,93.1961700934099,13.803829906590096
3248,35819,Thailand,trunk,90.0,104.5,90.69980600049374,13.800193999506263
3249,43289,Thailand,secondary,80.0,76.0,62.20318743715934,13.796812562840657
3250,17451,Thailand,trunk,90.0,104.0,90.20771812541096,13.792281874589037
3251,15321,Thailand,secondary,90.0,82.0,68.21562269175101,13.784377308248992
3252,2724,Thailand,trunk,90.0,106.0,92.21815521887179,13.781844781128214
3253,35803,Thailand,trunk,90.0,110.0,96.22019651138743,13.779803488612572
3254,15744,Thailand,primary,90.0,107.0,93.22836693431634,13.771633065683659
3255,52983,Thailand,secondary,90.0,85.5,71.73199548492428,13.768004515075717
3256,SE/8073,India,secondary,55.0,65.0,51.233443945073475,13.766556054926525
3257,22187,Thailand,primary,90.0,99.0,85.23586812648833,13.764131873511673
3258,20096,Thailand,primary,80.0,101.0,87.23705986685343,13.762940133146571
3259,18263,Thailand,primary,50.0,101.0,87.23705986685343,13.762940133146571
3260,PR/1450,India,primary,55.0,77.0,63.23939895121082,13.760601048789177
3261,46584,Thailand,secondary,80.0,88.0,74.24565487555412,13.754345124445877
3262,48463,Thailand,secondary,90.0,87.5,73.74694245405526,13.753057545944742
3263,1031,Thailand,trunk,60.0,115.0,101.24983213255993,13.75016786744007
3264,39610,Thailand,secondary,90.0,98.0,84.2512836863772,13.748716313622793
3265,29495,Thailand,primary,90.0,99.0,85.25542908097232,13.74457091902768
3266,SE/10389,India,secondary,55.0,72.0,58.25994181243271,13.740058187567293
3267,16727,Thailand,primary,80.0,90.0,76.26133842171434,13.738661578285658
3268,17164,Thailand,trunk,90.0,107.0,93.26550545350644,13.734494546493565
3269,35959,Thailand,primary,90.0,86.0,72.2672168247288,13.732783175271194
3270,22955,Thailand,primary,90.0,97.0,83.26738851358705,13.73261148641295
3271,6177,Thailand,trunk,85.0,113.0,99.26969485348421,13.73030514651579
3272,21614,Thailand,primary,90.0,93.0,79.26991440460363,13.730085595396375
3273,53754,Thailand,secondary,85.0,83.75,70.02311436463579,13.726885635364212
3274,48059,Thailand,secondary,90.0,82.5,68.77324987943653,13.726750120563466
3275,PR/3329,India,primary,55.0,61.5,47.77417524204765,13.725824757952353
3276,PR/1574,India,primary,55.0,73.0,59.27576656507478,13.724233434925218
3277,37769,Thailand,secondary,90.0,82.0,68.28498467392043,13.715015326079566
3278,37771,Thailand,secondary,90.0,82.0,68.28498467392043,13.715015326079566
3279,29578,Thailand,primary,90.0,89.0,75.2870515597461,13.712948440253896
3280,30811,Thailand,primary,80.0,93.0,79.29024587766635,13.70975412233365
3281,43026,Thailand,secondary,90.0,91.0,77.29343002474342,13.706569975256585
3282,TR/11967,India,trunk,55.0,89.0,75.29370496742348,13.70629503257652
3283,228,Thailand,primary,80.0,88.0,74.29967766506752,13.70032233493248
3284,33899,Thailand,trunk,90.0,113.0,99.31543026473798,13.684569735262016
3285,39069,Thailand,secondary,80.0,80.0,66.31973160586341,13.68026839413659
3286,50645,Thailand,secondary,90.0,87.0,73.32165095904423,13.678349040955766
3287,42634,Thailand,secondary,80.0,82.0,68.32873914427675,13.671260855723247
3288,2456,Thailand,trunk,90.0,108.0,94.33608131249945,13.663918687500555
3289,53381,Thailand,secondary,90.0,92.25,78.59864077051208,13.651359229487923
3290,34735,Thailand,trunk,90.0,104.5,90.84963381150347,13.650366188496534
3291,PR/3423,India,primary,55.0,70.0,56.35454480882088,13.645455191179117
3292,33801,Thailand,primary,90.0,101.0,87.35557331947413,13.644426680525868
3293,PR/4053,India,primary,60.0,66.5,52.860515341378814,13.639484658621186
3294,49101,Thailand,secondary,80.0,85.0,71.36725746267501,13.632742537324987
3295,MO/160,India,motorway,40.0,59.666666666666664,46.034196667880295,13.63246999878637
3296,21644,Thailand,primary,80.0,92.0,78.37700491078304,13.622995089216957
3297,33644,Thailand,trunk,90.0,108.25,94.63150750441045,13.61849249558955
3298,53052,Thailand,secondary,80.0,80.0,66.38202424799415,13.617975752005847
3299,17997,Thailand,primary,80.0,90.0,76.38518146097138,13.614818539028619
3300,PR/2800,India,primary,55.0,58.5,44.89284919140444,13.607150808595563
3301,15514,Thailand,trunk,80.0,106.0,92.3960549381195,13.603945061880495
3302,33846,Thailand,trunk,90.0,105.0,91.39879203129924,13.601207968700763
3303,17434,Thailand,trunk,90.0,99.0,85.39915786073995,13.600842139260052
3304,PR/641,India,primary,55.0,77.0,63.3998049828721,13.600195017127902
3305,45210,Thailand,secondary,80.0,79.0,65.40383084648458,13.596169153515419
3306,SE/8798,India,secondary,55.0,52.5,38.90571231428796,13.59428768571204
3307,30823,Thailand,primary,90.0,89.0,75.41157936027622,13.588420639723779
3308,26113,Thailand,primary,80.0,78.0,64.41377937652094,13.586220623479065
3309,40880,Thailand,secondary,80.0,83.0,69.41904570799882,13.58095429200118
3310,34215,Thailand,secondary,30.0,83.0,69.41904570799882,13.58095429200118
3311,8424,Thailand,trunk,90.0,107.0,93.42114471739531,13.578855282604692
3312,42614,Thailand,secondary,90.0,84.5,70.92235511379909,13.577644886200915
3313,54060,Thailand,secondary,90.0,98.0,84.4225690991254,13.577430900874603
3314,178,Thailand,motorway,80.0,109.94736842,96.37588733528642,13.571481084713582
3315,17093,Thailand,trunk,90.0,102.0,88.4302011876327,13.569798812367296
3316,17996,Thailand,primary,80.0,90.0,76.43023258651496,13.569767413485039
3317,23378,Thailand,primary,90.0,90.0,76.43023258651496,13.569767413485039
3318,SE/8093,India,secondary,55.0,65.5,51.93655415521237,13.56344584478763
3319,51375,Thailand,secondary,90.0,86.0,72.44085146889368,13.559148531106317
3320,44616,Thailand,secondary,90.0,82.0,68.44235036571317,13.557649634286832
3321,55284,Thailand,secondary,80.0,90.0,76.44305539184275,13.556944608157252
3322,6824,Thailand,trunk,90.0,110.0,96.44308255656728,13.556917443432724
3323,53089,Thailand,secondary,90.0,87.5,73.94458729842174,13.555412701578263
3324,48772,Thailand,secondary,90.0,76.0,62.45330199263921,13.546698007360789
3325,1679,Thailand,trunk,90.0,111.0,97.45331962974322,13.54668037025678
3326,SE/8639,India,secondary,55.0,64.16666666666667,50.62077523131657,13.5458914353501
3327,29290,Thailand,primary,90.0,94.0,80.45440994659245,13.545590053407551
3328,34003,Thailand,trunk,90.0,113.0,99.45463996782324,13.54536003217676
3329,33697,Thailand,primary,90.0,92.0,78.45969238508886,13.540307614911143
3330,42072,Thailand,secondary,80.0,70.0,56.46546818416184,13.534531815838157
3331,42647,Thailand,secondary,90.0,80.0,66.46856137868501,13.53143862131499
3332,21165,Thailand,primary,80.0,91.0,77.47653656195683,13.523463438043166
3333,54622,Thailand,secondary,86.0,93.83333333,80.30993201790369,13.523401312096311
3334,29421,Thailand,primary,90.0,84.0,70.48660502380609,13.513394976193908
3335,36560,Thailand,trunk,90.0,102.0,88.48929520717282,13.510704792827184
3336,37551,Thailand,secondary,90.0,89.2,75.69282507058472,13.507174929415285
3337,PR/897,India,primary,55.0,64.0,50.49731676633931,13.50268323366069
3338,46532,Thailand,secondary,90.0,92.0,78.4977660258856,13.502233974114404
3339,20586,Thailand,primary,80.0,92.0,78.50488927633904,13.495110723660957
3340,16528,Thailand,primary,90.0,95.0,81.5051014398143,13.494898560185703
3341,34520,Thailand,trunk,90.0,111.66666666,98.17224235751283,13.494424302487175
3342,39884,Thailand,secondary,90.0,86.0,72.50678225357073,13.493217746429266
3343,44817,Thailand,secondary,90.0,85.0,71.5069126350888,13.493087364911204
3344,PR/1214,India,primary,55.0,77.25,63.75703386020856,13.492966139791442
3345,27197,Thailand,primary,30.0,90.0,76.50743938960667,13.492560610393326
3346,PR/2799,India,primary,55.0,59.0,45.51196640782451,13.48803359217549
3347,MO/149,India,motorway,55.0,56.0,42.51484645994108,13.485153540058917
3348,37477,Thailand,secondary,80.0,83.0,69.51864926882212,13.481350731177884
3349,53571,Thailand,secondary,90.0,88.5,75.02050945371248,13.479490546287522
3350,50010,Thailand,secondary,90.0,85.0,71.52112524349307,13.478874756506926
3351,18329,Thailand,primary,90.0,103.0,89.52602306757566,13.473976932424335
3352,18418,Thailand,primary,90.0,100.0,86.52988079546927,13.470119204530732
3353,22945,Thailand,primary,90.0,95.0,81.54014393206926,13.459856067930744
3354,29000,Thailand,primary,80.0,93.0,79.54365696516636,13.456343034833637
3355,28756,Thailand,primary,90.0,97.0,83.54608418614947,13.453915813850529
3356,44478,Thailand,secondary,80.0,86.0,72.54613845548181,13.45386154451819
3357,36255,Thailand,trunk,90.0,102.5,89.04863241639475,13.451367583605247
3358,43162,Thailand,secondary,80.0,81.5,68.05085358930545,13.449146410694553
3359,40176,Thailand,secondary,80.0,77.0,63.55433606186635,13.445663938133649
3360,31123,Thailand,primary,90.0,96.0,82.5678021337198,13.432197866280205
3361,36651,Thailand,primary,87.0,98.875,85.4502130022201,13.424786997779904
3362,38799,Thailand,secondary,90.0,78.0,64.57811512820699,13.421884871793011
3363,21455,Thailand,primary,90.0,107.0,93.58017576736418,13.419824232635818
3364,4838,Thailand,trunk,90.0,116.0,102.58088520643457,13.419114793565427
3365,41116,Thailand,secondary,80.0,86.0,72.58229250486801,13.417707495131992
3366,48965,Thailand,secondary,90.0,64.0,50.58283110261801,13.417168897381991
3367,44841,Thailand,secondary,90.0,74.0,60.5840388796682,13.4159611203318
3368,PR/2542,India,primary,55.0,54.5,41.08709230554872,13.412907694451278
3369,2101,Thailand,trunk,90.0,106.0,92.59013190459532,13.409868095404676
3370,4941,Thailand,trunk,90.0,106.0,92.59217260036147,13.407827399638535
3371,51543,Thailand,secondary,90.0,89.0,75.59277464069076,13.407225359309237
3372,51312,Thailand,secondary,90.0,84.0,70.6015541403537,13.398445859646301
3373,51311,Thailand,secondary,90.0,84.0,70.6015541403537,13.398445859646301
3374,6318,Thailand,trunk,90.0,103.0,89.6064944258149,13.393505574185099
3375,6320,Thailand,trunk,90.0,103.0,89.6064944258149,13.393505574185099
3376,39592,Thailand,secondary,80.0,73.0,59.612630561822805,13.387369438177195
3377,16078,Thailand,trunk,90.0,105.33333333,91.95013076134262,13.383202568657381
3378,PR/2246,India,primary,55.0,77.25,63.86790848797386,13.382091512026143
3379,45636,Thailand,secondary,80.0,85.0,71.62397153016218,13.37602846983782
3380,49520,Thailand,secondary,90.0,83.5,70.12462319225664,13.375376807743365
3381,TR/12010,India,trunk,40.0,87.33333333333333,73.96153905367565,13.371794279657678
3382,9115,Thailand,trunk,90.0,100.5,87.13059064252248,13.369409357477522
3383,28386,Thailand,primary,80.0,90.0,76.63863008845779,13.361369911542212
3384,PR/1729,India,primary,55.0,76.5,63.140700183546834,13.359299816453166
3385,TR/13497,India,trunk,80.0,88.0,74.64144913331096,13.358550866689043
3386,36127,Thailand,trunk,90.0,102.0,88.64315897842133,13.356841021578674
3387,39791,Thailand,secondary,80.0,93.0,79.64608394637095,13.35391605362905
3388,30357,Thailand,primary,80.0,77.0,63.64668579202346,13.353314207976538
3389,47675,Thailand,secondary,30.0,87.04545454,73.69220550722362,13.353249032776375
3390,39301,Thailand,secondary,90.0,84.0,70.64908685597132,13.35091314402868
3391,44935,Thailand,secondary,80.0,74.0,60.653869271895125,13.346130728104875
3392,43341,Thailand,secondary,80.0,74.0,60.653869271895125,13.346130728104875
3393,SE/5619,India,secondary,45.0,66.0,52.65714506227733,13.34285493772267
3394,38221,Thailand,secondary,90.0,93.0,79.6585879537084,13.341412046291595
3395,16666,Thailand,primary,80.0,88.0,74.6622348831655,13.337765116834504
3396,35635,Thailand,secondary,80.0,80.0,66.66563758030081,13.33436241969919
3397,5158,Thailand,trunk,90.0,107.0,93.66757135713691,13.332428642863093
3398,10365,Thailand,trunk,90.0,107.0,93.66757135713691,13.332428642863093
3399,43257,Thailand,secondary,85.0,90.5,77.17074164939328,13.329258350606722
3400,17216,Thailand,secondary,90.0,86.0,72.67118650808698,13.328813491913024
3401,33985,Thailand,trunk,90.0,106.5,93.17196889863631,13.328031101363692
3402,33638,Thailand,trunk,90.0,103.0,89.6745376159742,13.325462384025798
3403,SE/5607,India,secondary,55.0,62.0,48.67726980001764,13.32273019998236
3404,46494,Thailand,secondary,90.0,83.0,69.68459895082361,13.315401049176387
3405,PR/2129,India,primary,55.0,74.5,61.184618805411326,13.315381194588674
3406,50455,Thailand,secondary,90.0,87.0,73.68562851898936,13.314371481010639
3407,55552,Thailand,primary,80.0,94.0,80.69363184652228,13.30636815347772
3408,43359,Thailand,secondary,80.0,78.0,64.69747970782421,13.302520292175785
3409,39927,Thailand,secondary,90.0,98.25,84.95218449447448,13.29781550552552
3410,42137,Thailand,secondary,90.0,90.0,76.70577120985917,13.294228790140835
3411,SE/5346,India,secondary,55.0,63.5,50.20785804162455,13.292141958375453
3412,11419,Thailand,trunk,90.0,99.0,85.71126904164566,13.288730958354336
3413,TR/12204,India,trunk,55.0,89.33333333333333,76.04523997423227,13.288093359101055
3414,4920,Thailand,trunk,90.0,110.0,96.71647881612685,13.283521183873148
3415,15925,Thailand,primary,80.0,92.0,78.71927467145663,13.280725328543369
3416,4943,Thailand,trunk,90.0,107.0,93.73462217383383,13.265377826166173
3417,22692,Thailand,primary,90.0,91.0,77.73549573864955,13.264504261350453
3418,50316,Thailand,secondary,90.0,86.0,72.73767929889092,13.262320701109076
3419,PR/2123,India,primary,55.0,77.5,64.23979734397416,13.26020265602584
3420,TR/12143,India,trunk,70.0,88.5,75.24154530979989,13.25845469020011
3421,PR/2543,India,primary,55.0,54.5,41.242661673680594,13.257338326319406
3422,36744,Thailand,primary,90.0,98.70833333,85.45207521243803,13.25625811756197
3423,39192,Thailand,secondary,90.0,84.5,71.24559871708674,13.254401282913264
3424,41103,Thailand,secondary,90.0,84.0,70.7479235949018,13.252076405098194
3425,18042,Thailand,primary,90.0,98.0,84.75168156211937,13.248318437880627
3426,41114,Thailand,secondary,80.0,86.0,72.7518024690667,13.248197530933297
3427,27609,Thailand,primary,90.0,107.0,93.75214978487264,13.247850215127357
3428,42801,Thailand,secondary,90.0,93.0,79.75295316544097,13.247046834559029
3429,TR/11922,India,trunk,55.0,79.5,66.25383054146192,13.246169458538077
3430,22478,Thailand,primary,80.0,105.0,91.75587557459693,13.244124425403072
3431,55344,Thailand,secondary,90.0,92.0,78.75619435143193,13.24380564856807
3432,55261,Thailand,secondary,90.0,95.0,81.75930141089044,13.240698589109556
3433,40770,Thailand,secondary,90.0,84.0,70.76117609409995,13.238823905900048
3434,35295,Thailand,trunk,80.0,106.0,92.76183469981734,13.238165300182658
3435,17516,Thailand,trunk,90.0,110.33333333,97.09593160552414,13.237401724475859
3436,34819,Thailand,trunk,80.0,104.0,90.76357483873352,13.236425161266482
3437,PR/1186,India,primary,55.0,72.0,58.766365625812014,13.233634374187986
3438,PR/4085,India,primary,55.0,76.0,62.768177127585744,13.231822872414256
3439,55549,Thailand,primary,90.0,106.0,92.76961667175635,13.230383328243647
3440,17933,Thailand,primary,80.0,92.0,78.77383537011534,13.226164629884664
3441,44565,Thailand,secondary,90.0,87.0,73.77584034476189,13.224159655238111
3442,TR/13319,India,trunk,80.0,73.0,59.784703228425194,13.215296771574806
3443,18043,Thailand,primary,90.0,94.0,80.78543985739415,13.214560142605848
3444,44938,Thailand,secondary,80.0,74.0,60.78933257683433,13.210667423165667
3445,40053,Thailand,secondary,90.0,73.0,59.79162323071812,13.208376769281877
3446,50099,Thailand,secondary,90.0,92.0,78.80008458758157,13.199915412418434
3447,30700,Thailand,primary,90.0,94.5,81.30303744979163,13.196962550208369
3448,27694,Thailand,primary,80.0,107.0,93.80530345082433,13.194696549175674
3449,TR/11694,India,trunk,45.0,73.5,60.30532549803144,13.194674501968557
3450,28492,Thailand,primary,90.0,92.0,78.806954608773,13.193045391227002
3451,30693,Thailand,primary,80.0,104.0,90.80822365857199,13.19177634142801
3452,TR/13053,India,trunk,55.0,62.0,48.80957672116334,13.190423278836661
3453,19603,Thailand,primary,80.0,91.0,77.81182148685767,13.188178513142333
3454,36197,Thailand,trunk,90.0,104.0,90.8133917034073,13.186608296592695
3455,48503,Thailand,secondary,90.0,81.5,68.31418426032677,13.185815739673231
3456,47140,Thailand,secondary,90.0,81.0,67.8152748244123,13.184725175587701
3457,TR/12741,India,trunk,40.0,92.0,78.81917195128847,13.180828048711533
3458,45632,Thailand,secondary,40.0,75.0,61.81981617177243,13.18018382822757
3459,TR/11996,India,trunk,45.0,64.0,50.820415364499794,13.179584635500206
3460,43489,Thailand,secondary,90.0,81.0,67.82043216539154,13.179567834608463
3461,51257,Thailand,secondary,90.0,95.5,82.32348405674571,13.176515943254287
3462,33990,Thailand,trunk,90.0,114.0,100.82640826807737,13.173591731922627
3463,28448,Thailand,primary,90.0,91.0,77.82752411941696,13.172475880583036
