rank,segment_id,country,road_class,SpeedLimit,F85thPercentileSpeed,expected_speed,speed_residual
1,20712,Thailand,primary,66.0,120.0,64.79722683474995,55.20277316525005
2,TR/11432,India,trunk,80.0,104.0,50.51653574175079,53.48346425824921
3,MO/209,India,motorway,40.0,93.2,45.15106696238477,48.048933037615235
4,SE/8703,India,secondary,55.0,99.0,53.08814388656388,45.91185611343612
5,52405,Thailand,secondary,66.0,113.66666667,68.31292289022281,45.35374377977719
6,30403,Thailand,primary,90.0,113.0,68.68809895974954,44.31190104025046
7,TR/11377,India,trunk,80.0,95.0,50.84029422889842,44.15970577110158
8,52083,Thailand,secondary,90.0,103.5,59.41624764995349,44.08375235004651
9,41726,Thailand,secondary,90.0,101.0,57.043855896411145,43.956144103588855
10,52901,Thailand,secondary,90.0,105.5,63.15297558888573,42.34702441111427
11,29132,Thailand,primary,90.0,113.0,70.75218853535287,42.24781146464713
12,52461,Thailand,secondary,90.0,98.0,55.848169751119265,42.151830248880735
13,27034,Thailand,primary,60.0,112.5,70.35221441355246,42.14778558644754
14,54256,Thailand,secondary,90.0,108.0,66.44893912232175,41.55106087767825
15,53555,Thailand,secondary,90.0,93.0,51.49589755071095,41.50410244928905
16,47648,Thailand,secondary,90.0,113.0,71.70900060252352,41.29099939747648
17,20716,Thailand,primary,80.0,106.0,64.79722683474995,41.20277316525005
18,47260,Thailand,secondary,90.0,93.0,51.83588040928014,41.16411959071986
19,50783,Thailand,secondary,90.0,104.0,62.98875668654962,41.01124331345038
20,45040,Thailand,secondary,90.0,98.0,57.213569615581406,40.786430384418594
21,PR/4111,India,primary,30.0,94.0,53.476080375246156,40.523919624753844
22,22527,Thailand,primary,80.0,109.0,68.68809895974954,40.31190104025046
23,44785,Thailand,secondary,80.0,98.0,57.73829816938107,40.26170183061893
24,29673,Thailand,primary,90.0,115.0,74.81712977092634,40.18287022907366
25,SE/9442,India,secondary,55.0,90.5,50.44523152604517,40.05476847395483
26,29420,Thailand,primary,90.0,104.0,64.04760378624034,39.952396213759656
27,40131,Thailand,secondary,90.0,103.5,63.57164241804088,39.92835758195912
28,42800,Thailand,secondary,30.0,111.0,71.22305918566828,39.776940814331724
29,39416,Thailand,secondary,90.0,106.0,66.38877151058148,39.61122848941852
30,49052,Thailand,secondary,90.0,104.0,64.76361241149793,39.23638758850207
31,45190,Thailand,secondary,90.0,100.0,60.877772423222275,39.122227576777725
32,20408,Thailand,primary,90.0,111.0,71.98277784956014,39.01722215043986
33,39420,Thailand,secondary,90.0,104.0,65.11231328889696,38.88768671110304
34,52811,Thailand,secondary,90.0,109.0,70.23007090013184,38.769929099868165
35,SE/7659,India,secondary,55.0,91.25,52.549565796080884,38.700434203919116
36,53126,Thailand,secondary,80.0,103.0,64.30104868178213,38.698951318217865
37,39455,Thailand,secondary,90.0,103.0,64.42107152333239,38.57892847666761
38,TR/11433,India,trunk,80.0,98.0,59.43046048225473,38.56953951774527
39,TR/11429,India,trunk,55.0,101.75,63.18148464995699,38.56851535004301
40,39941,Thailand,secondary,90.0,103.5,64.94686674073635,38.553133259263646
41,34219,Thailand,secondary,30.0,94.0,55.472564828309196,38.527435171690804
42,35615,Thailand,secondary,90.0,104.0,65.51040175837224,38.48959824162776
43,28077,Thailand,primary,90.0,113.5,75.20193714867254,38.29806285132746
44,TR/11115,India,trunk,40.0,104.5,66.35511549677466,38.14488450322534
45,39457,Thailand,secondary,90.0,103.0,64.86563528512364,38.134364714876355
46,TR/13073,India,trunk,60.0,97.5,59.43046048225473,38.06953951774527
47,TR/11010,India,trunk,40.0,104.33333333333333,66.35511549677466,37.97821783655867
48,20308,Thailand,primary,90.0,116.0,78.03683977642496,37.963160223575045
49,34853,Thailand,primary,90.0,110.0,72.21814715436365,37.78185284563635
50,52596,Thailand,secondary,90.0,98.0,60.25628387379568,37.74371612620432
51,20975,Thailand,primary,90.0,103.0,65.26763249435085,37.73236750564915
52,41752,Thailand,secondary,90.0,104.0,66.28282124162162,37.71717875837838
53,54222,Thailand,secondary,80.0,107.0,69.66045730521542,37.33954269478458
54,TR/11009,India,trunk,40.0,103.66666666666667,66.35511549677466,37.31155116989201
55,40111,Thailand,secondary,80.0,89.0,51.72677616988155,37.27322383011845
56,28642,Thailand,primary,90.0,105.0,67.73761761940706,37.26238238059294
57,44793,Thailand,secondary,80.0,94.0,56.8540973168731,37.1459026831269
58,52837,Thailand,secondary,80.0,102.0,64.88287492863167,37.117125071368335
59,27135,Thailand,primary,90.0,112.0,75.10977060509066,36.89022939490934
60,53165,Thailand,secondary,70.0,99.33333333,62.45330199263921,36.88003133736079
61,21268,Thailand,primary,90.0,116.0,79.15902937902644,36.840970620973565
62,28437,Thailand,primary,90.0,102.0,65.1977753514937,36.8022246485063
63,52382,Thailand,secondary,90.0,111.0,74.19991446031055,36.80008553968945
64,29767,Thailand,primary,90.0,117.0,80.25449008543092,36.745509914569084
65,47941,Thailand,secondary,90.0,106.66666667,70.02966421022577,36.63700245977422
66,53641,Thailand,secondary,90.0,106.75,70.1529851012478,36.59701489875221
67,17581,Thailand,primary,90.0,108.0,71.42622006404937,36.573779935950625
68,29944,Thailand,primary,90.0,119.0,82.43307968512539,36.56692031487461
69,28445,Thailand,primary,90.0,114.0,77.67694343076477,36.323056569235234
70,19847,Thailand,primary,90.0,108.0,71.70327845979762,36.296721540202384
71,21607,Thailand,primary,90.0,114.0,77.71172470551465,36.288275294485345
72,SE/10790,India,secondary,55.0,89.66666666666667,53.412935212508756,36.253731454157915
73,33821,Thailand,primary,90.0,112.5,76.27802230928535,36.22197769071465
74,1574,Thailand,trunk,90.0,128.0,91.80996257240585,36.19003742759415
75,43089,Thailand,secondary,90.0,97.0,60.877772423222275,36.122227576777725
76,30007,Thailand,primary,90.0,116.0,79.89584335698534,36.10415664301466
77,47640,Thailand,secondary,90.0,108.0,71.95190240621253,36.048097593787475
78,46419,Thailand,secondary,90.0,100.5,64.51122954879744,35.988770451202555
79,29951,Thailand,primary,90.0,115.0,79.07031875346517,35.92968124653483
80,SE/5080,India,secondary,55.0,80.0,44.10150366619109,35.89849633380891
81,46104,Thailand,secondary,50.0,94.0,58.11676352047623,35.88323647952377
82,908,Thailand,trunk,90.0,120.0,84.15681034924778,35.84318965075222
83,31570,Thailand,secondary,90.0,106.0,70.23765569598872,35.76234430401128
84,47417,Thailand,secondary,90.0,106.0,70.27142436041612,35.72857563958388
85,20407,Thailand,primary,90.0,108.0,72.42147017819306,35.57852982180694
86,PR/1835,India,primary,55.0,92.0,56.42459943089844,35.57540056910156
87,54026,Thailand,secondary,90.0,99.0,63.46351543251858,35.53648456748142
88,53917,Thailand,secondary,90.0,100.5,64.99452331753838,35.50547668246162
89,SE/5634,India,secondary,55.0,89.66666666666667,54.16822762405873,35.49843904260794
90,28241,Thailand,primary,90.0,114.0,78.50488927633904,35.49511072366096
91,30018,Thailand,primary,90.0,115.0,79.50822900399295,35.49177099600705
92,28237,Thailand,primary,50.0,111.0,75.54249951518466,35.45750048481534
93,34330,Thailand,primary,90.0,115.5,80.07531253479343,35.424687465206574
94,27524,Thailand,primary,40.0,113.0,77.71172470551465,35.288275294485345
95,40867,Thailand,secondary,90.0,105.0,69.72191843350403,35.27808156649597
96,37475,Thailand,secondary,90.0,99.0,63.76177168970688,35.23822831029312
97,10941,Thailand,trunk,30.0,113.0,77.76626051338658,35.233739486613416
98,41251,Thailand,secondary,80.0,95.0,59.76672075379647,35.23327924620353
99,52594,Thailand,secondary,90.0,96.0,60.768714632727985,35.231285367272015
100,40866,Thailand,secondary,90.0,105.0,69.80388983072717,35.19611016927283
101,41625,Thailand,secondary,90.0,100.0,64.82804569312961,35.17195430687039
102,30005,Thailand,primary,90.0,115.0,79.89584335698534,35.10415664301466
103,MO/216,India,motorway,60.0,83.2,48.218883788364245,34.98111621163576
104,42730,Thailand,secondary,90.0,97.0,62.02997378746797,34.97002621253203
105,53230,Thailand,secondary,90.0,106.0,71.21183849001184,34.78816150998816
106,33810,Thailand,primary,90.0,111.0,76.33008188469388,34.66991811530612
107,52513,Thailand,secondary,90.0,96.0,61.34577874610296,34.65422125389704
108,53060,Thailand,secondary,90.0,96.0,61.346642036045615,34.653357963954385
109,39418,Thailand,secondary,90.0,101.0,66.38877151058148,34.61122848941852
110,29557,Thailand,primary,90.0,110.0,75.48778358162485,34.51221641837515
111,15943,Thailand,primary,70.0,128.33333333,93.90111473445644,34.432218595543546
112,28752,Thailand,primary,90.0,114.0,79.5790168571595,34.4209831428405
113,30413,Thailand,primary,90.0,114.0,79.58286696965288,34.41713303034712
114,PR/1180,India,primary,55.0,97.75,63.33943296899423,34.41056703100577
115,22950,Thailand,primary,90.0,106.0,71.59558581251166,34.40441418748834
116,11754,Thailand,trunk,60.0,120.0,85.60397870973867,34.39602129026133
117,53642,Thailand,secondary,90.0,95.0,60.60530084660156,34.39469915339844
118,29981,Thailand,primary,90.0,116.0,81.67367169355506,34.326328306444935
119,41407,Thailand,secondary,80.0,89.0,54.700615055794096,34.299384944205904
120,29991,Thailand,primary,60.0,115.0,80.75803725999155,34.24196274000845
121,23721,Thailand,primary,90.0,103.0,68.80694044688083,34.19305955311917
122,43645,Thailand,secondary,90.0,101.0,66.86662744924233,34.13337255075767
123,54420,Thailand,secondary,90.0,97.0,62.93305964427178,34.06694035572822
124,SE/8227,India,secondary,55.0,83.75,49.71164288797573,34.03835711202427
125,52836,Thailand,secondary,90.0,99.0,64.96916679466037,34.03083320533963
126,52522,Thailand,secondary,80.0,92.0,57.99366679689195,34.00633320310805
127,29047,Thailand,primary,90.0,106.0,72.17660736238416,33.82339263761584
128,20293,Thailand,primary,90.0,112.0,78.17694992945353,33.82305007054647
129,44916,Thailand,secondary,90.0,107.0,73.30083087309296,33.69916912690704
130,TR/11975,India,trunk,55.0,110.04,76.40878251111984,33.63121748888017
131,TR/12896,India,trunk,80.0,108.5,74.88601971431206,33.613980285687944
132,PR/1226,India,primary,55.0,96.0,62.39348591003555,33.60651408996445
133,34217,Thailand,secondary,30.0,89.0,55.43032344899885,33.56967655100115
134,52597,Thailand,secondary,90.0,100.0,66.46856137868501,33.53143862131499
135,52600,Thailand,secondary,90.0,100.0,66.46856137868501,33.53143862131499
136,54022,Thailand,secondary,90.0,100.0,66.59063452462163,33.409365475378365
137,52544,Thailand,secondary,90.0,101.0,67.6154914524165,33.38450854758349
138,41213,Thailand,secondary,50.0,88.0,54.62374737143481,33.37625262856519
139,TR/11094,India,trunk,55.0,114.0,80.69860549929234,33.30139450070766
140,PR/4137,India,primary,55.0,81.0,47.71493742077,33.28506257923
141,28035,Thailand,primary,90.0,110.0,76.73294463660979,33.26705536339021
142,46105,Thailand,secondary,90.0,93.0,59.79162323071812,33.20837676928188
143,44747,Thailand,secondary,90.0,106.0,72.85438682047679,33.14561317952321
144,28611,Thailand,primary,90.0,108.0,74.85915242382032,33.14084757617968
145,43091,Thailand,secondary,90.0,94.0,60.877772423222275,33.122227576777725
146,54085,Thailand,secondary,90.0,100.0,66.89945717232722,33.10054282767278
147,SE/10664,India,secondary,55.0,87.0,53.93615011107548,33.06384988892452
148,16795,Thailand,secondary,90.0,98.0,64.96245197290283,33.03754802709717
149,SE/9866,India,secondary,55.0,86.5,53.47009784438936,33.02990215561064
150,42456,Thailand,secondary,90.0,92.0,58.99940429195382,33.00059570804618
151,52882,Thailand,secondary,90.0,107.0,74.0356799655234,32.9643200344766
152,22487,Thailand,primary,90.0,112.0,79.04586000161227,32.95413999838773
153,21520,Thailand,primary,90.0,112.0,79.05469970681222,32.945300293187785
154,TR/12895,India,trunk,80.0,107.76190476190476,74.85274842181582,32.90915634008894
155,39425,Thailand,secondary,90.0,94.0,61.11055296123488,32.88944703876512
156,20095,Thailand,primary,90.0,105.0,72.1210560913778,32.878943908622205
157,SE/8641,India,secondary,55.0,84.5,51.666999983428695,32.833000016571305
158,15737,Thailand,primary,90.0,111.0,78.18444241078305,32.81555758921695
159,40287,Thailand,secondary,90.0,95.0,62.189949733097905,32.810050266902095
160,44544,Thailand,secondary,90.0,98.0,65.24806589478682,32.75193410521318
161,20833,Thailand,primary,80.0,113.0,80.25026010810389,32.74973989189611
162,52512,Thailand,secondary,90.0,97.0,64.26292978882908,32.737070211170916
163,973,Thailand,trunk,90.0,127.0,94.26379820678217,32.73620179321783
164,PR/2237,India,primary,55.0,91.25,58.519132757689874,32.730867242310126
165,39422,Thailand,secondary,90.0,100.0,67.30974836001691,32.69025163998309
166,45980,Thailand,secondary,50.0,92.0,59.31677561027342,32.68322438972658
167,41326,Thailand,secondary,90.0,93.0,60.3580655238668,32.6419344761332
168,TR/13072,India,trunk,80.0,92.0,59.43046048225473,32.56953951774527
169,6471,Thailand,trunk,65.0,114.0,81.45132051742911,32.54867948257089
170,46558,Thailand,secondary,90.0,95.0,62.459187032977724,32.540812967022276
171,MO/237,India,motorway,30.0,78.34615384615384,45.80538875368808,32.54076509246576
172,SE/8096,India,secondary,55.0,83.75,51.233443945073475,32.516556054926525
173,23382,Thailand,primary,50.0,111.0,78.4975465209266,32.502453479073395
174,19892,Thailand,primary,80.0,110.0,77.54892003225054,32.451079967749465
175,PR/1836,India,primary,55.0,92.0,59.556313716359846,32.443686283640154
176,34169,Thailand,motorway,120.0,108.0,75.60493546899963,32.39506453100037
177,15745,Thailand,primary,85.0,109.5,77.16753105259606,32.33246894740394
178,39349,Thailand,secondary,90.0,104.0,71.66808878924542,32.33191121075458
179,34847,Thailand,primary,90.0,114.0,81.71051287091882,32.28948712908118
180,6285,Thailand,trunk,90.0,114.0,81.72564845221737,32.27435154778263
181,TR/11093,India,trunk,55.0,114.66666666666667,82.40018170011375,32.26648496655292
182,41016,Thailand,secondary,90.0,104.0,71.76287847242799,32.237121527572015
183,37462,Thailand,secondary,80.0,98.0,65.78165596238426,32.218344037615736
184,31379,Thailand,primary,90.0,102.0,69.82945837553197,32.17054162446803
185,TR/13526,India,trunk,55.0,95.0,62.844060548496685,32.155939451503315
186,45387,Thailand,secondary,90.0,102.0,69.84693749040771,32.15306250959229
187,44628,Thailand,secondary,90.0,104.0,71.8566381504239,32.143361849576095
188,MO/244,India,motorway,40.0,80.33333333333333,48.218883788364245,32.114449544969084
189,21148,Thailand,primary,100.0,118.0,85.90231295422332,32.09768704577668
190,54422,Thailand,secondary,90.0,95.0,62.93305964427178,32.06694035572822
191,20092,Thailand,primary,80.0,104.0,71.964682189389,32.035317810611005
192,SE/8170,India,secondary,55.0,84.5,52.47596476954025,32.02403523045975
193,43404,Thailand,secondary,90.0,103.5,71.51563940721016,31.98436059278984
194,55709,Thailand,primary,90.0,103.0,71.02689211476063,31.973107885239372
195,50221,Thailand,secondary,90.0,107.0,75.03512585851826,31.964874141481744
196,39488,Thailand,secondary,90.0,104.0,72.08455436099949,31.91544563900051
197,TR/11087,India,trunk,50.0,109.0,77.10631123929456,31.893688760705444
198,20094,Thailand,primary,90.0,104.0,72.1210560913778,31.878943908622205
199,19627,Thailand,primary,90.0,104.0,72.1210560913778,31.878943908622205
200,42943,Thailand,secondary,90.0,90.0,58.15791405538845,31.842085944611547
201,50630,Thailand,secondary,90.0,94.0,62.20191913247654,31.79808086752346
202,27999,Thailand,primary,40.0,101.0,69.21083929433121,31.78916070566879
203,52588,Thailand,secondary,90.0,99.0,67.27226577579708,31.72773422420292
204,19700,Thailand,primary,90.0,106.0,74.29967766506752,31.70032233493248
205,29574,Thailand,primary,90.0,108.0,76.30871249330669,31.691287506693314
206,43886,Thailand,secondary,90.0,89.0,57.32054844208422,31.679451557915783
207,55714,Thailand,primary,90.0,104.0,72.32704912518795,31.672950874812045
208,39642,Thailand,secondary,90.0,98.0,66.3359125178015,31.664087482198497
209,20680,Thailand,primary,90.0,107.0,75.42257290177696,31.57742709822304
210,29999,Thailand,primary,90.0,119.0,87.44240397095771,31.557596029042287
211,55296,Thailand,secondary,80.0,93.0,61.44290674192796,31.557093258072037
212,52541,Thailand,secondary,90.0,99.0,67.47323768134287,31.526762318657134
213,42666,Thailand,secondary,80.0,100.0,68.48182788620079,31.51817211379921
214,37377,Thailand,secondary,30.0,95.0,63.510753061004316,31.489246938995684
215,54875,Thailand,secondary,90.0,102.0,70.5209291634342,31.479070836565796
216,30970,Thailand,primary,90.0,107.0,75.53591173762052,31.464088262379477
217,32911,Thailand,motorway,90.0,106.0,74.58572332581397,31.414276674186027
218,41001,Thailand,secondary,80.0,92.0,60.626603773012384,31.373396226987616
219,25804,Thailand,primary,90.0,95.0,63.64668579202346,31.35331420797654
220,42668,Thailand,secondary,90.0,100.0,68.66229497431246,31.33770502568754
221,45034,Thailand,secondary,90.0,101.0,69.69910265784014,31.300897342159857
222,TR/13595,India,trunk,60.0,97.0,65.73398413056827,31.266015869431726
223,28020,Thailand,primary,90.0,110.0,78.73583192085185,31.26416807914815
224,39397,Thailand,secondary,90.0,104.0,72.73936568031712,31.26063431968288
225,29162,Thailand,primary,85.0,115.0,83.7733580022581,31.226641997741893
226,44551,Thailand,secondary,90.0,100.0,68.78525457398229,31.214745426017714
227,SE/9181,India,secondary,55.0,82.83333333333333,51.692432216824166,31.140901116509163
228,53261,Thailand,secondary,80.0,87.0,55.88431405874121,31.11568594125879
229,SE/8083,India,secondary,55.0,89.0,57.91981621915786,31.08018378084214
230,29452,Thailand,primary,90.0,110.0,78.9291812912075,31.0708187087925
231,22885,Thailand,primary,80.0,100.0,68.93723769782127,31.062762302178726
232,39614,Thailand,secondary,90.0,102.0,70.94402584786874,31.055974152131256
233,39351,Thailand,secondary,90.0,103.0,71.95617228523327,31.043827714766735
234,PR/2245,India,primary,80.0,84.4,53.42178175502418,30.978218244975828
235,35372,Thailand,motorway,60.0,116.0,85.03319388403362,30.966806115966378
236,871,Thailand,trunk,90.0,125.0,94.03860241284059,30.96139758715941
237,54439,Thailand,secondary,80.0,101.0,70.05961518648418,30.94038481351582
238,20020,Thailand,primary,90.0,95.0,64.0799741968502,30.920025803149798
239,28076,Thailand,primary,90.0,118.0,87.09146805480043,30.90853194519957
240,50111,Thailand,secondary,90.0,91.0,60.188550193570755,30.811449806429245
241,53986,Thailand,secondary,90.0,104.0,73.20266483155532,30.797335168444675
242,42970,Thailand,secondary,90.0,98.0,67.23486501044748,30.76513498955252
243,PR/1818,India,primary,55.0,85.0,54.24555979352513,30.754440206474868
244,TR/12581,India,trunk,55.0,97.0,66.25383054146192,30.746169458538077
245,29369,Thailand,primary,90.0,105.0,74.30295414670981,30.69704585329019
246,18259,Thailand,primary,90.0,102.0,71.31914188960492,30.68085811039508
247,44672,Thailand,secondary,90.0,90.0,59.33430750980438,30.665692490195617
248,TR/12495,India,trunk,55.0,98.66666666666667,68.00733262159682,30.659334045069855
249,30035,Thailand,primary,100.0,120.0,89.38405426368931,30.615945736310692
250,PR/1209,India,primary,55.0,91.375,60.76491410931555,30.610085890684452
251,53259,Thailand,secondary,80.0,101.0,70.39606312302837,30.60393687697163
252,PR/1179,India,primary,55.0,87.5,56.907067126483234,30.592932873516766
253,TR/11507,India,trunk,80.0,107.0,76.42707561535717,30.572924384642832
254,51336,Thailand,secondary,90.0,92.0,61.439584175225285,30.560415824774715
255,TR/11650,India,trunk,55.0,106.88636363636364,76.33912294283317,30.54724069353047
256,17445,Thailand,trunk,90.0,109.0,78.45557646069537,30.54442353930463
257,22576,Thailand,primary,90.0,109.0,78.45969238508886,30.540307614911143
258,43647,Thailand,secondary,90.0,100.0,69.51864926882212,30.481350731177884
259,38131,Thailand,secondary,90.0,88.0,57.54945591757442,30.45054408242558
260,2790,Thailand,trunk,90.0,121.0,90.56272463300117,30.437275366998833
261,19991,Thailand,primary,90.0,109.0,78.57782200451138,30.422177995488624
262,53063,Thailand,secondary,90.0,97.0,66.58740464252574,30.41259535747426
263,38816,Thailand,secondary,80.0,98.0,67.60675422338524,30.393245776614762
264,39399,Thailand,secondary,90.0,103.0,72.62373078298249,30.37626921701751
265,21605,Thailand,primary,90.0,111.0,80.63928134769691,30.360718652303092
266,45568,Thailand,secondary,90.0,102.0,71.6507444099123,30.349255590087694
267,27891,Thailand,primary,90.0,99.0,68.68809895974954,30.31190104025046
268,SE/9374,India,secondary,55.0,77.5,47.191466499308824,30.308533500691176
269,TR/12029,India,trunk,60.0,96.0,65.73398413056827,30.266015869431726
270,TR/11557,India,trunk,80.0,106.6,76.3905926239624,30.20940737603759
271,MO/138,India,motorway,55.0,74.75,44.55571375122684,30.19428624877316
272,44151,Thailand,secondary,85.0,109.0,78.81677717273169,30.18322282726831
273,54301,Thailand,secondary,90.0,111.5,81.32215398121167,30.17784601878833
274,54084,Thailand,secondary,90.0,113.0,82.83375944265704,30.16624055734296
275,22191,Thailand,primary,90.0,107.0,76.85306198207495,30.146938017925052
276,MO/141,India,motorway,55.0,77.8,47.665768082474976,30.13423191752502
277,19835,Thailand,primary,90.0,109.0,78.87297511118754,30.127024888812457
278,53342,Thailand,secondary,90.0,99.5,69.37698808439497,30.123011915605034
279,921,Thailand,trunk,90.0,122.0,91.87878054509149,30.121219454908513
280,52508,Thailand,secondary,90.0,95.0,64.88287492863167,30.117125071368335
281,42660,Thailand,secondary,90.0,85.5,55.38477071066213,30.11522928933787
282,41496,Thailand,secondary,90.0,82.0,51.89766576281549,30.102334237184508
283,29160,Thailand,primary,90.0,114.0,83.9217875350016,30.0782124649984
284,19261,Thailand,primary,90.0,121.0,90.92272217704262,30.077277822957385
285,32393,Thailand,motorway,80.0,116.0,85.92721970015985,30.072780299840147
286,39771,Thailand,secondary,90.0,94.0,63.99317541225409,30.00682458774591
287,52892,Thailand,secondary,80.0,99.0,68.99757148227701,30.00242851772299
288,50704,Thailand,secondary,80.0,101.0,71.00081659684751,29.999183403152486
289,TR/13480,India,trunk,60.0,98.0,68.03077532359997,29.96922467640003
290,22181,Thailand,primary,90.0,108.0,78.0308914617116,29.969108538288395
291,PR/706,India,primary,55.0,84.0,54.034098028893965,29.965901971106035
292,40132,Thailand,secondary,90.0,105.0,75.03853617722139,29.96146382277861
293,TR/11651,India,trunk,55.0,106.28571428571429,76.33912294283317,29.94659134288112
294,27970,Thailand,primary,90.0,101.0,71.07830906274356,29.921690937256443
295,39338,Thailand,secondary,90.0,100.0,70.09552400916616,29.904475990833845
296,TR/11732,India,trunk,55.0,107.375,77.47962156725193,29.895378432748075
297,21456,Thailand,primary,90.0,107.0,77.10485691172444,29.89514308827556
298,34849,Thailand,primary,90.0,114.0,84.11040013359674,29.88959986640326
299,27886,Thailand,primary,90.0,99.0,69.12725023967933,29.872749760320673
300,40419,Thailand,secondary,90.0,100.0,70.12978818955543,29.870211810444573
301,6383,Thailand,trunk,90.0,119.0,89.13041206313443,29.86958793686557
302,34241,Thailand,secondary,80.0,97.0,67.14521079438089,29.854789205619113
303,46451,Thailand,secondary,90.0,95.0,65.1590950033878,29.840904996612196
304,25985,Thailand,primary,90.0,96.0,66.16995807925508,29.830041920744918
305,45686,Thailand,secondary,80.0,93.0,63.203273415321576,29.796726584678424
306,SE/8651,India,secondary,55.0,88.0,58.209453063950626,29.790546936049374
307,22241,Thailand,primary,90.0,105.0,75.22248352809686,29.77751647190314
308,PR/1819,India,primary,55.0,84.0,54.24555979352513,29.754440206474868
309,52459,Thailand,secondary,80.0,85.0,55.261786753442884,29.738213246557116
310,SE/9312,India,secondary,55.0,81.0,51.27055456903713,29.72944543096287
311,SE/9256,India,secondary,55.0,77.75,48.025153382682426,29.724846617317574
312,43234,Thailand,secondary,90.0,108.5,78.80008458758157,29.699915412418434
313,54394,Thailand,secondary,90.0,93.0,63.31148049276249,29.68851950723751
314,18141,Thailand,primary,90.0,107.0,77.31785170248855,29.682148297511446
315,30540,Thailand,primary,90.0,109.0,79.32673676833824,29.673263231661764
316,SE/8650,India,secondary,55.0,85.0,55.35680762079083,29.643192379209168
317,TR/13422,India,trunk,55.0,96.25,66.63330945614486,29.616690543855142
318,53233,Thailand,secondary,80.0,102.0,72.38383255120726,29.616167448792737
319,PR/4112,India,primary,30.0,83.0,53.44610921122499,29.553890788775007
320,36668,Thailand,primary,90.0,115.0,85.45207521243803,29.547924787561968
321,53858,Thailand,secondary,80.0,94.0,64.45545090292025,29.544549097079752
322,29539,Thailand,primary,90.0,115.14285714,85.60026497929027,29.54259216070973
323,SE/8174,India,secondary,55.0,83.5,53.99775351502321,29.502246484976787
324,53928,Thailand,secondary,90.0,103.0,73.50168285620762,29.498317143792377
325,51265,Thailand,secondary,90.0,96.0,66.52094448201674,29.479055517983255
326,54759,Thailand,secondary,90.0,100.5,71.04761484246156,29.452385157538444
327,26186,Thailand,primary,90.0,101.0,71.57861313415535,29.421386865844653
328,41346,Thailand,secondary,80.0,90.0,60.5840388796682,29.4159611203318
329,TR/11252,India,trunk,55.0,107.6,78.1898041706235,29.41019582937649
330,41277,Thailand,secondary,80.0,91.0,61.606094485088335,29.393905514911665
331,45265,Thailand,secondary,90.0,97.0,67.63852685875125,29.36147314124875
332,5304,Thailand,trunk,90.0,113.0,83.661594756952,29.338405243048
333,48499,Thailand,secondary,90.0,94.0,64.68191221059625,29.318087789403748
334,19990,Thailand,primary,90.0,109.0,79.6867572314682,29.313242768531794
335,20440,Thailand,primary,80.0,101.0,71.68892888386353,29.311071116136475
336,27049,Thailand,primary,30.0,114.0,84.72438892295676,29.275611077043237
337,27205,Thailand,primary,60.0,105.5,76.2302401774565,29.269759822543506
338,41286,Thailand,secondary,80.0,91.0,61.73058104731149,29.26941895268851
339,20475,Thailand,primary,80.0,106.0,76.73320090514083,29.266799094859167
340,52843,Thailand,secondary,80.0,108.0,78.74241977309659,29.257580226903414
341,29940,Thailand,primary,90.0,116.0,86.81537984597355,29.184620154026447
342,22299,Thailand,primary,90.0,113.0,83.82595656417836,29.174043435821645
343,20097,Thailand,primary,80.0,101.0,71.82646671738549,29.173533282614514
344,39601,Thailand,secondary,90.0,100.0,70.82749071085574,29.17250928914426
345,54061,Thailand,secondary,80.0,85.0,55.848169751119265,29.151830248880735
346,45219,Thailand,secondary,90.0,96.0,66.8485589346278,29.151441065372197
347,46517,Thailand,secondary,90.0,109.0,79.85448647795141,29.14551352204859
348,45192,Thailand,secondary,90.0,101.0,71.8615163199331,29.138483680066898
349,1589,Thailand,trunk,90.0,121.0,91.86310245335719,29.136897546642814
350,55664,Thailand,secondary,90.0,100.0,70.86458007076772,29.135419929232285
351,27966,Thailand,primary,90.0,100.0,70.87767727391592,29.12232272608408
352,2241,Thailand,trunk,90.0,121.0,91.87878054509149,29.121219454908513
353,1587,Thailand,trunk,90.0,121.0,91.87878054509149,29.121219454908513
354,15743,Thailand,primary,90.0,112.0,82.89787278860472,29.102127211395285
355,39870,Thailand,secondary,90.0,100.5,71.40013235918032,29.09986764081968
356,15182,Thailand,trunk,90.0,107.0,77.90233340244296,29.097666597557037
357,54374,Thailand,secondary,90.0,98.0,68.95378370623125,29.04621629376875
358,SE/8097,India,secondary,55.0,85.0,55.95523919793197,29.044760802068033
359,20403,Thailand,primary,90.0,114.0,84.965925264113,29.034074735887003
360,36007,Thailand,secondary,80.0,90.5,61.47309188884918,29.026908111150817
361,41665,Thailand,secondary,90.0,101.0,71.98745201722511,29.01254798277489
362,50020,Thailand,secondary,90.0,85.0,55.9901826593637,29.009817340636303
363,50112,Thailand,secondary,90.0,88.0,58.99915739747644,29.000842602523562
364,39340,Thailand,secondary,90.0,92.0,63.00387947904591,28.996120520954094
365,40864,Thailand,secondary,90.0,114.0,85.01713799400837,28.982862005991635
366,20169,Thailand,primary,80.0,92.0,63.061293191691036,28.938706808308964
367,53651,Thailand,secondary,90.0,100.0,71.073263162511,28.926736837489003
368,34263,Thailand,primary,60.0,101.0,72.08253810088236,28.91746189911764
369,7896,Thailand,trunk,90.0,114.5,85.5864585151347,28.913541484865306
